National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
SW-2019-1209287,LACM-DSJ-2408,"Whale, gray",CA,Los Angeles,Long Beach,Long Beach Harbor,,decimal degrees,,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,3/9/19,Floating,Moderate Decomposition,,3/13/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,,823,cm,actual,,,,Y,,,,Y,33.4596,-118.8883,,,,,,,,,N,,,"Towed out and dropped on 3/14; came near shore again near Mission Beach, San Diego. Towed back out",
SW-2019-1208789,TMMC-C-593,"Whale, gray",CA,Marin,Tiburon,"Angel Island - Ayala Cove, Angel Island State Park, San Francisco Bay",37.855375,decimal degrees,122.427959,decimal degrees,CBD,C,C,C,,N,,,,,,,,N,Y,Y,,,,malnutrition,,,3/10/19,Floating,Fresh Dead,Y,3/12/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,816,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,limited,3/12/19,"Due to advanced decomposition of the tissues and organs, no other necropsy findings other than malnutrition could be determined. No bone fractures were present and no obvious entanglement was present at the time of necropsy. Several skin defects including underneath right flipper and around fluke. Liver in severe decomposition.",
SW-2019-1208790,TMMC-C-594,"Whale, gray",CA,Marin,Tiburon,"Angel Island - Quarry Beach, Angel Island State Park, San Francisco Bay",37.855364,decimal degrees,-122.427947,decimal degrees,CBD,C,C,C,,N,,,,,,,,N,CBD,,,,,,,,3/11/19,Floating,Fresh Dead,Y,3/12/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,767,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,limited,3/12/19,"Due to location of the animal in the water, only a partial necropsy of the animal could be performed. Cause of death unknown. Scant amount of perirenal fat and subcutaneous fat.",
SW-2014-1209530,WCRLB-20190314Er,"Whale, gray",CA,Orange,Newport,Floating near Oil Platform Eureka,33.534933,decimal degrees,-118.133533,decimal degrees,CBD,N,N,N,,N,,,,,,,,N,CBD,,,,,,,,3/14/19,Floating,Moderate Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1209531,WCRLB-20190318Er,"Whale, gray",CA,Los Angeles,Hermosa Beach,500 yards of Hermosa Beach,33.862867,decimal degrees,-118.409967,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,3/18/19,Floating,Moderate Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,,,,Y,33.7935,-118.6392,,,,,,,,,N,,,"Carcass floated offshore of Hermosa & Manhattan Beaches on the 3/18, 3/19, & 3/20. Towed off shore again on the night of the 20th",
SW-2019-1209538,WCRLB-20190319Er,"Whale, gray",CA,Los Angeles,Long Beach,Near Long Beach Safe Water Buoy,33.687333,decimal degrees,-118.1835,decimal degrees,Y,Y,,,,,Self reported vessel collision,,,,,,,,,,,,,,,,3/19/19,Swimming,Alive,N,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,notMeasured,N,,,,,,,,,,,,,,,N,,,Self Reported Vessel Collision with Jet Catalina Express. JV talked to Capt. Troy; Whale moving south to north and was seen just ahead of the port bow. Vessel immediately slowed to 10kts and Capt. felt a bump towards the back of the vessel. Capt. did see whale diving and turning down just before collision. Could be same animal found dead on 3/21/2019 (WCRLB-20190321Er),
SW-2019-1209532,WCRLB-20190320Er,"Whale, gray",CA,San Diego,San Onofre,100 yards off San Onofre Beach,,decimal degrees,,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,3/20/19,Floating,Moderate Decomposition,Y,3/28/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,UNKNOWN,1006,cm,actual,,,,Y,,,,Y,33.283333,-117.633333,,,,,,,,,Y,limited,3/28/19,"On 3/20/19, San Onofre Lifeguards towed carcass before it hit the beach and did not notify NMFS. NMFS found out the next day and got the drop location. On 3/28/19, 1030h, Reported just of Blacks Beach. Lifeguards towed from 1530-2105, dropped at 32.8027,-117.5583",
SW-2019-1209539,WCRLB-20190321Er,"Whale, gray",CA,Los Angeles,Long Beach,Port of Long Beach,33.732472,decimal degrees,-118.204964,decimal degrees,Y,Y,,,,,,,,,,,,,,,,,,,,,3/21/19,Floating,Fresh Dead,Y,3/21/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,SUBADULT,913,cm,estimate,,,,Y,,,,Y,33.488,-118.868,,,,,,,,,N,,,JV and JG were able to get a good look and appears from video that the whale was hit on the right dorsal surface and the force caused significant hemorrhaging around pec flippers. Large wound across the animals back consistent with vessel collision.,
SW-2019-1211558,CICRU-2019-07,"Whale, gray",CA,Ventura,Ventura,"County Line State Beach, Ventura",,decimal degrees,,decimal degrees,Y,Y,,,,,,,,,,,,,,,,,,,,,3/24/19,Beach or Land,Moderate Decomposition,Y,3/24/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,notMeasured,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1209288,LACM-DSJ-2409,"Whale, gray",CA,Los Angeles,Playa del Rey,Dockweiler State Beach,33.941306,decimal degrees,-118.442833,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,3/29/19,Beach or Land,Advanced Decomposition,Y,3/29/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,1030,cm,actual,,,,Y,,Y,,,,,,,,,,,,,N,,,Blubber sample taken for SWFSC.,
SW-2019-1209756,CAS-MEF-810,"Whale, gray",CA,Contra Costa,Rodeo,"California: Contra Costa Co.; Rodeo Marina, floating offshore near the Philips 66 Refinery.",38.039897,decimal degrees,-122.272728,decimal degrees,N,,,,,,,,,,,,,,Y,,,,Y,malnutrition,,,4/2/19,Floating,Fresh Dead,Y,4/9/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,ADULT,1220,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,4/9/19,"This animal was initially reported on 4/2 to be floating off shore near the Philip 66 refinery near Rodeo CA and drifting towards the Carquinez Bridge. There were no towing services available at that time so the carcass was left to floating. On 4/3 the carcass was markedly bloated and floating at the mouth of a marina near Rodeo Creek. A team was assembled in case of a potential necropsy. However, once the team got there the whale was still floating and even with a lower tide, the carcass was inaccessible due to mud. The team tied off the whale that evening. On 4/4 Parker Diving service and a team from TMMC towed the whale to Angel Island. At this point in time the animal was still in relatively fresh condition. Due to the timing of tides, weather, and daylight hours the necropsy needed to be postponed until Tuesday April 9th. On 4/9 the animal was high and dry on Angel Island but was now in a moderate state of decomposition. A full necropsy was conducted.",
SW-2019-1209571,WCRLB-20190403Er,"Whale, gray",CA,Los Angeles,Long Beach,just outside of Queens Gate,,decimal degrees,,decimal degrees,Y,,,Y,Unknown Fishery,,"rope wrapped around flukes, associated with abscess",,,,,,,,,,Y,,,,,,4/3/19,Floating,Moderate Decomposition,Y,4/4/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,UNKNOWN,900,cm,estimate,,,notMeasured,Y,,,,Y,33.384,-118.8337,,,,,,,,,N,,,"large softball sized abscess on ventral side of right fluke blade posterior to peduncle. Abscess was very hard and difficult to cut through. Abscess was covered in whale lice, started to bleed when cut. Upon review of underwater video, twisted rope is seen embedded in flukes right next to abscess. Skin and blubber collected. Entire abscess collected and sub sampled for histo.",
SW-2019-1209893,CAS-KKH-001,"Whale, gray",CA,San Mateo,Union City,Floating in the San Francisco Bay near the east end of the San Mateo Bridge,37.6005,decimal degrees,-122.183833,decimal degrees,Y,Y,,,,,,,,,,,,,N,,,,,,,,4/10/19,Floating,Fresh Dead,Y,4/11/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,,965,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,4/11/19,"CAS field volunteer, Kate High collected data and the pelvic bone for CAS. See necropsy report for more details.",
SW-2019-1210085,CAS-MEF-813,"Whale, gray",CA,Contra Costa,Rodeo,"Phillips 66 Refinery, T-dock at Davis point",38.056428,decimal degrees,-122.261659,decimal degrees,N,,,,,,,,,,,,,,,,,,Y,malnutrition,,,4/13/19,Floating,Fresh Dead,Y,4/23/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1238,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,4/23/19,"This carcass was first reported on April 13, 2019 lodged under the dock at the Phillips 66 Refinery. After several failed attempts, the carcass was dislodged from under the dock on April 17 and towed to Angel Island for necropsy. The necropsy was completed on April 23, 2019. See necropsy report for more details.",
SW-2019-1210087,CAS-MEF-812,"Whale, gray",CA,Contra Costa,Richmond,"Floating in San Francisco Bay, north of the Richmond bridge near Point Molate.",37.940413,decimal degrees,-122.420567,decimal degrees,Y,Y,,,,,,,,,,,,,N,,,,,,,,4/13/19,Floating,Fresh Dead,Y,4/18/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,910,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,4/18/19,"This carcass was first reported floating off of Point Molate the morning of April 13, 2019. On April 13th at 5:37pm, it was reported on Red Rock Island, south of the Richmond Bridge. On April 14, it was reported by some boaters as floating in SF Bay at 37.87265N, 122.39953W. It was not seen for two days and was then reported on land on Brooks Island on April 16. The carcass was amputated posterior to the genital slit and was missing the entire peduncle and flukes. Based on the measurement of the remaining carcass (910 cm.) and similar size female gray whales, we estimated that the intact carcass would have been approximately 12 m. in length. See necropsy report for more details.",
SW-2019-1210086,CAS-MEF-811,"Whale, gray",CA,San Mateo,Daly City,Floating 1/2 mile offshore of Daly City,37.676749,decimal degrees,-122.502439,decimal degrees,Y,Y,,,,,,,,,,,,,N,,,,,,,,4/16/19,Floating,Moderate Decomposition,Y,4/17/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,1095,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,4/17/19,"First reported the morning of April 16th, floating off of Thornton State Beach, Daly City. The carcass reached land at Esplanade Beach that afternoon and was tied off by a TMMC volunteer (37.648621N, 122.496812W). The carcass floated further south to Manor overnight, where it was necropsied the next day. See necropsy report for more details.",
SW-2019-1212601,WCRLB-20190427Er1,"Whale, gray",CA,Los Angeles,San Pedro,On breakwall of POLA,33.707767,decimal degrees,-118.252517,decimal degrees,CBD,C,,C,,Y,possible old entanglement or vessel collision,,,,,,,,,,,,,,,,4/27/19,Floating,Fresh Dead,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,UNKNOWN,914,cm,estimate,,,notMeasured,Y,,,,Y,33.446,-118.796,,,,,,,,,N,,,"on LA break-wall from 4-27-19 to 4-29-19 until finally removed and towed offshore. Carcass was resighted by Aspen Helicopters on May 15, 2019 floating west of San Clemente Island at (33.045925,-118.972289)",
SW-2019-1212602,WCRLB-20190427Er_2,"Whale, gray",CA,Santa Barbara,,Between Santa Cruz Island and Santa Rosa Island,33.98,decimal degrees,-119.9516,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,4/27/19,Floating,Advanced Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,1000,cm,estimate,,,notMeasured,N,Y,,,,,,,,,,,,,,N,,,Seen floating by Island Packers (Alex Brodie),
SW-2019-1210226,HSU20190428-SS26,"Whale, gray",CA,Humboldt,Table Bluff,"South Spit Humboldt Bay, ocean side.",40.708191,decimal degrees,-124.27142,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,4/28/19,Beach or Land,Advanced Decomposition,,4/28/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,ADULT,1289,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,"Carcass found by a community member and reported to BLM, BLM relayed reporter to HSUMMSP. Carcass heavily scavenged and in advanced decomp. Collected measurements and blubber depths from unscavenged locations. Appeared to have thin blubber layer throughout the body with average blubber depths of 6.5 cm at most locations. Suspect malnourishment, but unconfirmed due to carcass condition. Skin, blubber and baleen collected.",
SW-2019-1210412,CAS-MEF-814,"Whale, gray",CA,Marin,Inverness Park,"Point Reyes National Seashore, Limantour Beach, 1/4 mile west of the trail from the parking lot.",38.01988,decimal degrees,-122.898004,decimal degrees,Y,Y,,,,,,,,,,,,,N,,,,,,,,4/28/19,Floating,Moderate Decomposition,Y,4/29/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1261,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,limited,4/30/19,"The animal was first reported on Sunday April 28th floating off shore of Limantour beach. The whale fully came on shore later that evening on the high tide. This carcass was reported still on Limantour Beach on 29 April 2019. We coordinated the necropsy with PRNS and the snowy plover biologist. There were plovers that were nesting in both directions on the beach and we were instructed to not let any pieces float away. Because of this request we could not fully get into the abdominal or the thoracic cavity to assess further. A team from PRNS, TMMC, and CAS performed a necropsy on 30 April 2019. There was one partial and one full-thickness laceration along the caudal peduncle and a partial thickness laceration along the dorsal aspect of the fluke. See necropsy report for more details.",
SW-2019-1211620,CICRU-2019-12,"Whale, humpback",CA,Santa Barbara,Lompoc,Vandenberg Air Force Base,34.8591361,decimal degrees,-120.6114694,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,4/30/19,Beach or Land,Advanced Decomposition,,4/30/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,,1082.44,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1216871,WCRLB-20190502Er,"Whale, gray",CA,Los Angeles,Long Beach,Inside break-wall at Los Alamitos Marina,,decimal degrees,,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,5/2/19,Floating,Moderate Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,notMeasured,Y,,,,Y,33.446,-118.796,,,,,,,,,N,,,NMFS was dealing with entangled gray whale that had just washed up dead in Ventura. Were not able to get to this carcass in a timely fashion so it was towed out by port authority without exam,
SW-2019-1211760,CICRU-2019-14,"Whale, gray",CA,Ventura,Oxnard,W. 5th St and Mandalay Beach,34.194241,decimal degrees,-119.247129,decimal degrees,Y,,,Y,Gillnet Fishery,N,,,,,,,,Y,,,,,,,,Animal was previously entangled and then disentangled by ERN Teams,5/3/19,Beach or Land,Advanced Decomposition,Y,5/4/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,,880,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,"Entanglement record: WCRLB-20190420Er This animal was originally seen entangled in Orange County on 4/20/2019 and partially disentangled. Resighted on 4/24/19 in LA County, teams partially removed more gear. Resighted again on 4/28/19 in Ventura County, teams removed remaining gear. Animal found dead on 5/3/2019",
SW-2019-1211761,CICRU-2019-15,unidentified mysticete,CA,San Luis Obispo,San Luis Obispo,"Diablo Beach, north of Avila",35.185457,decimal degrees,-120.806134,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,5/4/19,Beach or Land,Mummified/Skeletal,N,5/4/19,Mummified/Skeletal,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,notMeasured,,,notMeasured,Y,,,,,,,,,,,,,,,N,,,from photos unable to access and advanced decomposition,
SW-2019-1210558,CAS-MEF-817,"Whale, gray",CA,San Francisco,San Francisco,"GGNRA, Ocean Beach at stairway 25.",37.765673,decimal degrees,-122.512684,decimal degrees,Y,Y,,,,,,,,,,,,,N,,,,,,,,5/6/19,Beach or Land,Moderate Decomposition,Y,5/6/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1260,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,5/7/19,"Necropsy conducted on 7 May 2019. Right pelvic bone, baleen, barnacles, cyamids, and tissues collected for CAS.",
SW-2019-1210810,CAS-MEF-818,"Whale, gray",CA,Contra Costa,Rodeo,"Phillips 66 Refinery, next to the docks",38.056099,decimal degrees,-122.264183,decimal degrees,CBD,,,,,,,,,,,,,,Y,Y,,,,malnutrition,,,5/6/19,Floating,Moderate Decomposition,Y,5/14/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1260,cm,actual,,,,Y,Y,,,,,,,,,,,,,,Y,complete,5/14/19,"This animal was initially reported on 5/6/19 floating next to the docks at Phillips 66 Refinery. The animal was tied off to the docks there until boat services were available. On 5/9/19 the animal was then towed to Angel Island. Due to boat availability and tides the team could get out to do the necropsy until 5/14/19. Parts collected for CAS - two pelvic bones, right auditory bullae, small section of baleen, tissue sample.",
SW-2019-1212603,WCRLB-20190507Unk,unidentified mysticete,CA,Orange,,Floating offshore between Avalon (Catalina Island) and Huntington Beach,33.4724,decimal degrees,-118.2411,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,5/7/19,Floating,Condition Unknown,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,762,cm,estimate,,,notMeasured,N,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1210972,CAS-SLP-626,"Whale, gray",CA,San Francisco,San Francisco,"Floating in SF Bay, near Pier 30/32, in between a ship and the dock",37.787309,decimal degrees,-122.386384,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,5/12/19,Floating,Fresh Dead,Y,5/14/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,1260,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,"Carcass was towed without permission from NOAA/JV on 05/13 and dropped approximately 8 miles outside the Golden Gate. It washed ashore early 05/14/2019. As of 05/20, unable to tow it back into SF Bay for necropsy.",
SW-2019-1212604,WCRLB-20190512Er,"Whale, gray",CA,Orange,,3 miles due south of Dana Point,33.4099,decimal degrees,-117.701333,decimal degrees,CBD,,,,,,,,,,,,,,CBD,,,,,,,,5/12/19,Floating,Advanced Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1211072,SWFSC-BLH0008,"Whale, gray",CA,San Diego,Carlsbad,North end of South Carlsbad Campground,33.1305,decimal degrees,-117.335,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,5/15/19,Beach or Land,Advanced Decomposition,Y,5/16/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,914,cm,estimate,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,,
SW-2019-1211804,CAS-DJG-028,"Whale, gray",CA,San Francisco,San Francisco,floating off the western end of Angel Island,37.852849,decimal degrees,-122.4448,decimal degrees,CBD,,,,,,,,,,,,,,N,,,,,,,,5/20/19,Floating,Moderate Decomposition,Y,5/22/19,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,730,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,Y,complete,5/22/19,This animal was originally reported by the coast guard in the morning of 5/20/19 floating off the western end of Angel Island in the shipping channel. The coast guard deemed it a shipping hazard and Army Corps of Engineers towed it immediately to Angel Island. The necropsy was carried out on 5/22/19.,
SW-2019-1212304,TMMC-C-608,"Whale, gray",CA,Marin,Point Reyes,"Limantour Beach (East Lot), below parking lot on beach, Point Reyes National Seashore",38.0239,decimal degrees,-122.8773,decimal degrees,CBD,C,C,C,,,,,,,,,,,CBD,,,,,,,,5/23/19,Beach or Land,Fresh Dead,Y,5/25/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,YEARLING,870,cm,estimate,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,,"TMMC media team became aware of carcass, and TMMC responded to get samples and measurements. No necropsy was performed due to time/resource constraints and carcass being in wilderness area.",
SW-2019-1215236,CICRU-2019-20,"Whale, fin",CA,Santa Barbara,Goleta,Hollister Ranch,34.27336,decimal degrees,-120.23325,decimal degrees,CBD,,,,,,,,,,,,,,,,,,,,,,5/25/19,Beach or Land,Advanced Decomposition,Y,5/25/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,ADULT,1911,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,,,N,,6/1/19,,
SW-2019-1212605,WCRLB-20190601Bb,"Whale, sei",CA,Orange,Sunset Beach,just inside Anaheim Bay on south jetty wall,33.7273,decimal degrees,-118.09927,decimal degrees,Y,Y,,,,Y,"large area of trauma on left side of head, hemorrhaging visible on the right side of head, consistent with a vessel collision",,,,,,,,Y,,Y,,,,,,6/1/19,Floating,Moderate Decomposition,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,1000,cm,estimate,,,notMeasured,Y,,Y,,Y,33.638083,-118.088183,,,,,,,,,N,,,"Animal had a large wound on the left side of the head, hemorrhaging seen on right side of head; consistent with vessel collision. Level A filled out off of photos provided. Carcass was towed offshore by lifeguards on 6-1-19. Carcass restranded on Huntington Beach in front of Hilton, south of pier on 6-3-19. Beach staff buried the carcass before reporting to NMFS, so no examination",
SW-2019-1212706,WCRLB-20190602Bm,"Whale, blue",CA,Los Angeles,Long Beach,"Port of Long Beach, Pier J near cruise ship terminal",33.74786,decimal degrees,-118.18661,decimal degrees,Y,Y,,,,,Came in on the bow of a Carnival Cruise ship,,,,,,,,Y,,Y,,,,,,6/2/19,Floating,Fresh Dead,Y,6/3/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,2346,cm,estimate,,,notMeasured,Y,,,,Y,,,,,,,,,,,N,,,"whale came in on the bow of a Carnival Cruise ship that came into Port of Long Beach. Vessel had left Mexico the previous night. Large area of trauma surrounding a crease on the whales back just in front of dorsal fin. Crease was also surrounded by blue paint. Crease and blue paint are likely from animal being pinned to the bow of the ship. There is hemorrhaging observed on the opposite side of the body from where the crease was, it is believed that the vessel collision was ante-mortem. Right pec flipper broken at insertion and jaws were separated, both of these are believed to be post-mortem.",
